paragraph_id,sentence_id,source_file,text_cree,text_en,label,label_raw,footnote_applies,rationale,footnote_en
0,11,pct-01-ancient-life-the-sun-dance-louis-moosomin,êkwa kîtahtawê amiskwayâna kî-otayôwinisiwak.,Then in time they began to have beaver-pelts for their clothes.,literal,literal,False,Literal statement about acquiring beaver-pelt clothing.,"[1] LB: Unfortunately I did not record the gesture.
[2] LB: Probably kîh-ohtinamwak ."
4,0,pct-01-ancient-life-the-sun-dance-louis-moosomin,"ôta ê-pê-takohtêyit, sakicihcênitôwak; atamiskotâtôwak.","When the others arrived there, they shook each other by the hand and greeted each other.",literal,literal,False,No figurative language detected; literal description of greeting.,"[3] LB on ayîsiyiniw :  Here unmistakably “Indian”; below nêhiyaw : “Cree” (kept in translation) is probably meant in the same way.  The proper term wâpiski-wiyâs : “white-flesh, white man” alternates with môniyâw : “Canadian” (kept in translation).
[4] LB on atimwah : Properly “dogs”, but often used for misatim : “horse”; that this is here the case is shown by the next sentence."
4,1,pct-01-ancient-life-the-sun-dance-louis-moosomin,cikêmâ êkosi nistam kâ-isi-wâpamât ayîsiyiniw wâpiski-wiyâsa.,"For, indeed, thus it was that the Indian first saw the Whiteskin.",literal,literal,False,"Literal statement; 'Whiteskin' is the conventional term, not figurative per footnote [3].","[3] LB on ayîsiyiniw :  Here unmistakably “Indian”; below nêhiyaw : “Cree” (kept in translation) is probably meant in the same way.  The proper term wâpiski-wiyâs : “white-flesh, white man” alternates with môniyâw : “Canadian” (kept in translation).
[4] LB on atimwah : Properly “dogs”, but often used for misatim : “horse”; that this is here the case is shown by the next sentence."
4,2,pct-01-ancient-life-the-sun-dance-louis-moosomin,"kahkiyaw kêkway kî-miyik kita-ôh-pimâtisit: môhkomân, pâskisikan, kita-âpacihtât kahkiyaw kêkway pâskisikêwin.",They gave him everything to live by: the knife and the gun and all kinds of ammunition for his use.,literal,literal,False,No figurative language detected; literal listing of items given.,"[3] LB on ayîsiyiniw :  Here unmistakably “Indian”; below nêhiyaw : “Cree” (kept in translation) is probably meant in the same way.  The proper term wâpiski-wiyâs : “white-flesh, white man” alternates with môniyâw : “Canadian” (kept in translation).
[4] LB on atimwah : Properly “dogs”, but often used for misatim : “horse”; that this is here the case is shown by the next sentence."
4,3,pct-01-ancient-life-the-sun-dance-louis-moosomin,êkosi êkota ohci kiskinôhamawâw kita-isi-pamihtât pâskisikan.,So then he began to be taught how to take care of a gun.,literal,literal,False,No figurative language detected; literal description of being taught.,"[3] LB on ayîsiyiniw :  Here unmistakably “Indian”; below nêhiyaw : “Cree” (kept in translation) is probably meant in the same way.  The proper term wâpiski-wiyâs : “white-flesh, white man” alternates with môniyâw : “Canadian” (kept in translation).
[4] LB on atimwah : Properly “dogs”, but often used for misatim : “horse”; that this is here the case is shown by the next sentence."
4,4,pct-01-ancient-life-the-sun-dance-louis-moosomin,êkota ohci êkwa ati-miyw-âyâwak ayîsiyiniwak.,From that time on the Indians were well off.,literal,literal,False,No figurative language detected; literal statement about well-being.,"[3] LB on ayîsiyiniw :  Here unmistakably “Indian”; below nêhiyaw : “Cree” (kept in translation) is probably meant in the same way.  The proper term wâpiski-wiyâs : “white-flesh, white man” alternates with môniyâw : “Canadian” (kept in translation).
[4] LB on atimwah : Properly “dogs”, but often used for misatim : “horse”; that this is here the case is shown by the next sentence."
4,5,pct-01-ancient-life-the-sun-dance-louis-moosomin,"kîtahtawê êkota ohci piyisk atimwa ayâwêwak, ê-otâpahâcik.",At a certain time after this they began to have horses to pull their loads.,metaphor,metaphor,True,"Footnote [4] states 'atimwa' properly means 'dogs' but is used for 'horses', a conventional metaphorical use.","[3] LB on ayîsiyiniw :  Here unmistakably “Indian”; below nêhiyaw : “Cree” (kept in translation) is probably meant in the same way.  The proper term wâpiski-wiyâs : “white-flesh, white man” alternates with môniyâw : “Canadian” (kept in translation).
[4] LB on atimwah : Properly “dogs”, but often used for misatim : “horse”; that this is here the case is shown by the next sentence."
4,6,pct-01-ancient-life-the-sun-dance-louis-moosomin,ôtê piko nimitaw ayîsiyiniwak okî-ayâwâhtâwâw kayâhtê misatimwa; nama wîhkâc ohci ayâwêw ayîsiyiniw nâtakâm kâ-itapit.,"And, strangely enough, it was only the people in the south who had horses; the Indian who dwells in the north from that time to this has never had horses.",literal,literal,False,No figurative language detected; literal description of horse distribution.,"[3] LB on ayîsiyiniw :  Here unmistakably “Indian”; below nêhiyaw : “Cree” (kept in translation) is probably meant in the same way.  The proper term wâpiski-wiyâs : “white-flesh, white man” alternates with môniyâw : “Canadian” (kept in translation).
[4] LB on atimwah : Properly “dogs”, but often used for misatim : “horse”; that this is here the case is shown by the next sentence."
6,0,pct-01-ancient-life-the-sun-dance-louis-moosomin,"êkwa tâpwê âpihtâ-kîsikâhk itohtahik mayaw ê-nipât; êkotê ê-pawâtahk, wîhtamâkôwisiw nipâkwêsimôwikamik.","Then truly he was taken to the place of the noonday sky, even as he slept; dreaming of that place, he was told by the Higher Powers of the Sun-Dance Lodge.",literal,literal,False,Describes a vision experience literally; no figurative language.,"[5] KR:  Close-quote missing in book.
[6] LB on k-ôh-pikonahkik :  The actor “they” probably refers to the Thunderers."
6,1,pct-01-ancient-life-the-sun-dance-louis-moosomin,êwako tahtw-âskiy kita-tôtahkik ayîsiyiniwak kî-miyâwak.,The people were given the annual performance of this rite.,literal,literal,False,Straightforward statement about receiving a rite; no figurative language.,"[5] KR:  Close-quote missing in book.
[6] LB on k-ôh-pikonahkik :  The actor “they” probably refers to the Thunderers."
6,2,pct-01-ancient-life-the-sun-dance-louis-moosomin,êkwa ispî kiskinohamawâw tânisi ta-tôtahk; okîsikôwa kî-kiskinôhamâk.,And at the same time he was taught how to perform it; by the dwellers in the sky he was taught.,literal,literal,False,Literal description of being taught; 'dwellers in the sky' is a conventional term for spiritual beings.,"[5] KR:  Close-quote missing in book.
[6] LB on k-ôh-pikonahkik :  The actor “they” probably refers to the Thunderers."
6,3,pct-01-ancient-life-the-sun-dance-louis-moosomin,mâskôc nawac nawac ta-miywâsin kâkikê ta-pakitinamâht ayîsiyiniw; êwako nititêyihtênân.,"Surely it would be well, if it were always permitted to the Indian; so we think.",literal,literal,False,Expresses a wish/opinion literally; no figurative language.,"[5] KR:  Close-quote missing in book.
[6] LB on k-ôh-pikonahkik :  The actor “they” probably refers to the Thunderers."
6,4,pct-01-ancient-life-the-sun-dance-louis-moosomin,tahki kêkway kita-miyo-ohpikin.,Crops would always grow well.,literal,literal,False,Literal statement about crops growing well.,"[5] KR:  Close-quote missing in book.
[6] LB on k-ôh-pikonahkik :  The actor “they” probably refers to the Thunderers."
6,5,pct-01-ancient-life-the-sun-dance-louis-moosomin,namôya maci-kêkway nipâkwêsimowikamik.,The Sun-Dance Lodge is not an evil thing.,literal,literal,False,Literal denial of evil nature.,"[5] KR:  Close-quote missing in book.
[6] LB on k-ôh-pikonahkik :  The actor “they” probably refers to the Thunderers."
6,6,pct-01-ancient-life-the-sun-dance-louis-moosomin,"wiyawâw, ""kahkiyaw kêkway maci-kêkway nêhiyawak maci-manitowa atoskawêwak,"" itwêwak ayamihêw-iyiniwak.","To be sure, “The Cree perform all kinds of evil things for the Evil Spirit,” say the missionaries.",literal,literal,False,Literal quotation of missionaries.,"[5] KR:  Close-quote missing in book.
[6] LB on k-ôh-pikonahkik :  The actor “they” probably refers to the Thunderers."
6,7,pct-01-ancient-life-the-sun-dance-louis-moosomin,namôya niyanân nêhiyaw ôta askihk ohci kiki-pakitinâw; maci-manitôwa mîna manitôw okosisa namôya ohci kiskêyimêw nêhiyaw; mîna maci-manitôw kâ-isiyîhkâsot namôya nêhiyaw kiskêyimêw.,On the contrary: the Cree was not put down here on earth with these things; the Cree has never known and does not know an Evil Spirit or a Son of God; and the Cree does not know him who is called the Evil One.,literal,literal,False,Literal statements contradicting missionary claims; no figurative language.,"[5] KR:  Close-quote missing in book.
[6] LB on k-ôh-pikonahkik :  The actor “they” probably refers to the Thunderers."
6,8,pct-01-ancient-life-the-sun-dance-louis-moosomin,"âta kita-kî-tâpwêhtahk nêhiyaw, nawac manitôwa ê-kitimâkêyimikot, êkâ wîhkâc yôtinwa kâ-nipahikot.","But rather, well may the Cree believe that the Spirit looks with kindlier pity on him, since he is never killed by winds.",literal,literal,False,Argument about the Spirit's pity; 'looks with kindlier pity' is a conventional expression.,"[5] KR:  Close-quote missing in book.
[6] LB on k-ôh-pikonahkik :  The actor “they” probably refers to the Thunderers."
6,9,pct-01-ancient-life-the-sun-dance-louis-moosomin,nama wîhkâc nêhiyaw nipahik yôtin.,Never is a Cree killed by wind.,literal,literal,False,Literal statement about wind not killing Cree.,"[5] KR:  Close-quote missing in book.
[6] LB on k-ôh-pikonahkik :  The actor “they” probably refers to the Thunderers."
6,10,pct-01-ancient-life-the-sun-dance-louis-moosomin,nama wîhkâc nipahik nêhiyaw piyêsiwa.,Never is a Cree killed by the Thunderers.,literal,literal,False,Literal statement about Thunderers not killing Cree.,"[5] KR:  Close-quote missing in book.
[6] LB on k-ôh-pikonahkik :  The actor “they” probably refers to the Thunderers."
6,11,pct-01-ancient-life-the-sun-dance-louis-moosomin,nama wîhkâc nêhiyaw nipahik iskotêw.,Never is a Cree killed by fire.,literal,literal,False,Literal statement about fire not killing Cree.,"[5] KR:  Close-quote missing in book.
[6] LB on k-ôh-pikonahkik :  The actor “they” probably refers to the Thunderers."
6,12,pct-01-ancient-life-the-sun-dance-louis-moosomin,"êkota ohci nititêyihtênân, nawac nêhiyaw ê-kitimâkinâkôwisit.",That is why we think that the Cree is favored by the Higher Powers.,literal,literal,False,Conclusion that Cree is favored; no figurative language.,"[5] KR:  Close-quote missing in book.
[6] LB on k-ôh-pikonahkik :  The actor “they” probably refers to the Thunderers."
6,13,pct-01-ancient-life-the-sun-dance-louis-moosomin,"mâskôc ê-kisiwâhât manitôwa, nipâkwêsimowikamik ê-kipihtinahk, êwako ohci mâh-mistahi kâ-ôh-pîkonahkik môniyâw-ôtênawa, nititêyihtênân; mîna iskotêw tahto-kîsikâw kâ-ôh-pîkonahk wâskahikana; tahto-kîsikâw misiwê nikiskêyihtênân ê-saskitêki wâskahikana, mayaw ôtênâhk êtohtêyâhko.","Perhaps it is because he has angered the Spirit by putting a stop to the Sun-Dance Lodge, that in such numbers they break up the Canadian's towns; so we think; and that every day fire destroys the wooden houses; every day we learn that everywhere houses have caught fire, every time we go to town.",literal,literal,True,"Describes destruction literally; footnote [6] clarifies that 'they' (the Thunderers) break up towns, but this is a reference clarification, not figurative language.","[5] KR:  Close-quote missing in book.
[6] LB on k-ôh-pikonahkik :  The actor “they” probably refers to the Thunderers."
6,14,pct-01-ancient-life-the-sun-dance-louis-moosomin,mîna nipêhtênân tahto-nîpin ê-pîkwâstahki piko itê ôtênawa.,And every summer we hear that in many places towns have been destroyed by windstorms.,literal,literal,False,Literal report of windstorm destruction.,"[5] KR:  Close-quote missing in book.
[6] LB on k-ôh-pikonahkik :  The actor “they” probably refers to the Thunderers."
6,15,pct-01-ancient-life-the-sun-dance-louis-moosomin,"namôya maci-kêkway kâ-kî-miyikoyâhk manitôw, mawimoscikêwina, nayêstaw kita-isi-nitotamihk miyo-kêkway.","It is not an evil thing which the Spirit has given to us, but ways of worship, only that good things may be prayed for.",literal,literal,False,Literal statement about what the Spirit gave.,"[5] KR:  Close-quote missing in book.
[6] LB on k-ôh-pikonahkik :  The actor “they” probably refers to the Thunderers."
6,16,pct-01-ancient-life-the-sun-dance-louis-moosomin,êkosi nikî-isi-pakitinikonân manitôw ôta askîhk kâ-nêhiyâwiyâhk.,"Thus did the Spirit set us down here on earth, us who are Cree.",literal,literal,False,Literal description of being placed on earth; 'set down' is a conventional phrase.,"[5] KR:  Close-quote missing in book.
[6] LB on k-ôh-pikonahkik :  The actor “they” probably refers to the Thunderers."
6,17,pct-01-ancient-life-the-sun-dance-louis-moosomin,"âtiht mâmaskâc mastaw ê-ihtakohki nîmihitôwina êkâ ê-kipihtinahk wâpiski-wiyâs, nanâtohk ê-isi-mêstinikêhk; mâka nipâkwêsimôwin nama kêkway mêstinikâniwa.","Strange, that some dances which arose much later are not stopped by the White Man, dances in which various things are used up, while the Sun-Dance involves no waste.",literal,literal,False,Literal contrast between dances; 'strange' expresses opinion but not figuratively.,"[5] KR:  Close-quote missing in book.
[6] LB on k-ôh-pikonahkik :  The actor “they” probably refers to the Thunderers."
6,18,pct-01-ancient-life-the-sun-dance-louis-moosomin,"nêhiyawak êkota tahtw-âskiy kî-miyâwak nîso-kîsikâw êkâ kita-mîcisocik, kita-nitotahkik kahkiyaw kêkway kita-miyo-ohpikiniyik, kita-nitotahkik ta-kimiwaniyik.","It was given to the Cree, every year, for two days to go without eating, and to pray that all things might grow well, and to pray for rain.",literal,literal,False,Literal description of the Sun-Dance requirements.,"[5] KR:  Close-quote missing in book.
[6] LB on k-ôh-pikonahkik :  The actor “they” probably refers to the Thunderers."
6,19,pct-01-ancient-life-the-sun-dance-louis-moosomin,êkosi kâ-isi-pakitiniht ôta askîhk kitimâki-ayîsiyiniw.,It was thus that the poor Indian was set down here on earth.,literal,literal,False,Literal restatement of the Indian's placement on earth.,"[5] KR:  Close-quote missing in book.
[6] LB on k-ôh-pikonahkik :  The actor “they” probably refers to the Thunderers."
12,0,pct-02-the-character-and-knowledge-of-the-cree-louis-moosomin,"êkwa kotak awa oskinîkiw kâ-kiskêyihtahk ê-wî-kakwê-nipahiht, wawêyîw; asiskîwinisôw; wâpiskâyik asiskiy âpacihtâw.","Then another man, a youth, who knew that they were going to try to kill him made himself ready; he painted himself with clay; he used white clay.",literal,literal,False,Literal description of the youth preparing himself with paint.,"[1] LB: The words suggest flying; probably I missed a word that said this; compare the return journey, below."
12,1,pct-02-the-character-and-knowledge-of-the-cree-louis-moosomin,"êkwa sipwêhtêw; nipîhk êsa waskic pimohtêw, mistahi ê-manitôwit.","Then he set out; he walked over the surface of the water, so great was his spirit power.",literal,literal,False,"Literal account of walking on water through spirit power, with no flying suggested.","[1] LB: The words suggest flying; probably I missed a word that said this; compare the return journey, below."
12,2,pct-02-the-character-and-knowledge-of-the-cree-louis-moosomin,"êkwa ê-takohtêt êkotê ispimihk, wîkiyihk pakicîw ôhi kâ-wî-kakwê-nipahikot.","Then, when he arrived up aloft, at the others' dwelling he alighted, at the dwelling of those who were going to try to kill him.",literal,literal,True,"Literal description of arriving and alighting; the footnote notes that the words suggest flying, but this is still a literal event in the narrative.","[1] LB: The words suggest flying; probably I missed a word that said this; compare the return journey, below."
12,3,pct-02-the-character-and-knowledge-of-the-cree-louis-moosomin,"wâpamêwak; ""kihiw,"" itêyimêwak.",They saw him; they thought he was an eagle.,literal,literal,False,"Literal statement that the others mistook him for an eagle, not a figurative expression.","[1] LB: The words suggest flying; probably I missed a word that said this; compare the return journey, below."
20,0,pct-02-the-character-and-knowledge-of-the-cree-louis-moosomin,"ê-tipiskâyik êkwa, ê-kîwêt, mosci-pimihâw êkwa.","When darkness came and he went home, he merely flew.",literal,literal,False,"The sentence describes an action in a narrative context; 'flew' could be metaphorical but with no clear evidence and a conservative approach, it is treated as literal.","[2] LB: Unless I greatly misjudge, the informant here gives a more favorable account of the Mitewin than could be got from other Sweet-Grass Cree.  He spent some years at an institution for the blind at Winnipeg, where he may have consorted with Ojibwa."
20,1,pct-02-the-character-and-knowledge-of-the-cree-louis-moosomin,"ê-wâpahk nitomêw êsa kahkiyaw kâ-mitêwiyit ayîsiyiniwa, kita-osîhtâyit mitêwikamik.","On the next day he summoned all the people who took part in the Medicine Ceremony, to have them build a Medicine Lodge.",literal,literal,False,The sentence describes a straightforward summoning and building activity with no figurative language.,"[2] LB: Unless I greatly misjudge, the informant here gives a more favorable account of the Mitewin than could be got from other Sweet-Grass Cree.  He spent some years at an institution for the blind at Winnipeg, where he may have consorted with Ojibwa."
21,0,pct-02-the-character-and-knowledge-of-the-cree-louis-moosomin,"""êkwa kiyâm pêyak ê-ayât awiyak maskihkiy, kita-itohtatâw,"" êkosi itêw ayîsiyiniwa; ""âhkamêyimok; wîcôhkamawik;"" ""osâm mistahi kinipahikonawak,"" itwêw; ""kîsihtâyêko ôma kâ-osîhtâyêk mitêwikamik, mîna kahkiyaw kîsihtâyêko, tahto ayîsiyiniwak ka-wî-itohtêcik kîsi-pîhtokêtwâwi, êkospî ka-pê-nitominâwâw,"" itwêw awa oskinîkiw; ""êkwa pîhtokêyâni, nistikwânihk ka-pakamahonâwâw,"" itwêw awa oskinîkiw; ""nika-pimitâcimon, pîhtokêyâni,"" itwêw; ""êkwa mîna nîstanaw atimwak ka-mowâwâwak,"" itwêw; ""êkwa kahkiyaw kika-nîmihitonâwâw,"" itwêw awa oskinîkiw; ""êkwa kî-nipahiyêko, ka-pakocêninâwâw."" ""ohpimê kika-astânâwâw."" ""wêskwâhtêmihk ê-askîhtakwâk kika-anâskânâwâw."" ""êkwa ê-mihkwâk iskwâhtêmihk isi kika-anâskânâwâw."" ""tâpiskôc nipêwinis kika-isîhtânâwâw,"" itwêw êsa; ""êkotê niyaw iskwâhtêmihk itê isi, sâkâstênohk êkotê isi nika-aspiskwêsimon."" ""êkwa kapê-tipisk kika-nîmihitonâwâw,"" itwêw êsa; ""ka-mowâwâwak ôki atimwak."" ""êkwa nîso môhkomâna itakotêwa êtiskwêsiniyân."" ""kîspin kêkway mihko wâpahtamêko, êkosi nika-sâkohâwak akâmaskîhk kâ-ayâcik ayîsiyiniwak,"" itwêw êsa.","“And please let anyone who has any medicine bring it there,” he told the people; “Work with zeal; help me in what I am doing; too many of us are being killed,” he told them; “When you have finished the Medicine Lodge which you are building, and have completed everything, and when as many persons as mean to go there, have entered the lodge, then you are to come and call me,” said that youth; “And when I enter the lodge, you are to strike me on my head,” said the youth; “I shall be crawling along the ground, when I enter the lodge,” he said; “Also, twenty dogs you will eat,” he said; “And all of you will dance,” said the youth; “And when you have slain me, you will cut me open. Off to one side you will place it. Opposite the doorway you will lay blue mats. And red matting you will lay toward the doorway. You will make something like a small bed,” “And there my body, towards the doorway, facing the direction whence comes the light of day, I shall lie with my head on it. And all night you are to dance,” he told them; “You will eat those dogs. And two knives will hang by my head as I lie. If you see any blood, then I shall be defeating those persons who are across the sea,” he told them.",simile,simile,True,"The footnote speculates about a literal object ('entrails') and does not indicate figurative language, but the sentence itself contains the simile 'tâpiskôc nipêwinis' ('like a small bed').",[3] LB: Object presumably the entrails ?
30,0,pct-02-the-character-and-knowledge-of-the-cree-louis-moosomin,tâpwê nîmihitôwak kapê-tipisk.,Accordingly they danced all night.,literal,literal,False,The sentence describes a literal action of dancing all night.,[4] Perhaps read okî-nâspitsi-nipahâhtâwâw : “they had killed him beyond the possibility of revival”.
30,1,pct-02-the-character-and-knowledge-of-the-cree-louis-moosomin,"ê-pê-wâpaniyik, kîtahtawê kâ-wâpahtahkik mihko môhkomânihkânihk ê-pahpahkikawiyik.","As dawn approached, there at one time they saw blood dripping from the blades of the knives.",literal,literal,False,The sentence literally describes seeing blood dripping from knives at dawn.,[4] Perhaps read okî-nâspitsi-nipahâhtâwâw : “they had killed him beyond the possibility of revival”.
30,2,pct-02-the-character-and-knowledge-of-the-cree-louis-moosomin,"êkwa tâpwê cîhkêyihtamwak ê-nîmihitocik, nayêstaw atimwa ê-môwâcik.","Then truly did they put their heart into the dance, and only dogs they ate.",idiom,idiom,False,'Put their heart into the dance' is a conventional idiom meaning dancing with great enthusiasm.,[4] Perhaps read okî-nâspitsi-nipahâhtâwâw : “they had killed him beyond the possibility of revival”.
30,3,pct-02-the-character-and-knowledge-of-the-cree-louis-moosomin,"pîsim ê-pê-sâkêwêt, êkoyikohk natawâpênawâw awa oskinîkiw.","When the sun rose above the horizon, they went to view that youth.",literal,literal,False,The sentence literally describes the sun rising and the group going to view the youth.,[4] Perhaps read okî-nâspitsi-nipahâhtâwâw : “they had killed him beyond the possibility of revival”.
30,4,pct-02-the-character-and-knowledge-of-the-cree-louis-moosomin,êkwa êkota wâpahcikâtêw ê-âpisisihk.,There it was seen by all that he returned to life.,literal,literal,False,The sentence literally states that everyone saw the youth return to life.,[4] Perhaps read okî-nâspitsi-nipahâhtâwâw : “they had killed him beyond the possibility of revival”.
30,5,pct-02-the-character-and-knowledge-of-the-cree-louis-moosomin,kahkiyaw êsa kî-sâkôcihêw anihi nîstanaw ita ayîsiyiniwa.,He had overcome all of those twenty persons.,literal,literal,False,The sentence literally states that he overcame the twenty persons.,[4] Perhaps read okî-nâspitsi-nipahâhtâwâw : “they had killed him beyond the possibility of revival”.
30,6,pct-02-the-character-and-knowledge-of-the-cree-louis-moosomin,kahkiyaw êsa okî-nâspici-nipâhtâwâw.,It appears that they had all gone to sleep beyond hope of revival.,idiom,idiom,True,"The footnote suggests an idiomatic reading 'beyond the possibility of revival,' which is a conventional expression for permanent death.",[4] Perhaps read okî-nâspitsi-nipahâhtâwâw : “they had killed him beyond the possibility of revival”.
31,0,pct-02-the-character-and-knowledge-of-the-cree-louis-moosomin,êwako pêyak âcimôwin; êkota ohci namôya êkoyikohk miywâsin mitêwikamik.,That is one story; but since then the Medicine Lodge has not been so good a thing as all that.,literal,literal,False,The sentence states a fact about the Medicine Lodge without non-literal comparison or fixed expression.,[5] CHECK pistispowihtocik
31,1,pct-02-the-character-and-knowledge-of-the-cree-louis-moosomin,"kahkiyaw kêkway mac-âyisak ahpô ayîsiyiniwak kî-nâ-nipahitôwak, maci-maskihkiya ê-âpacihtâcik, ê-piscipôwihtocik.","All kinds of evil beings or person have killed one another, by using bad medicines to poison one another.",literal,literal,True,"The footnote refers to 'pistispowihtocik' (likely the word in this sentence) but only asks to check it, giving no figurative information; the sentence describes killing by poison literally.",[5] CHECK pistispowihtocik
31,2,pct-02-the-character-and-knowledge-of-the-cree-louis-moosomin,piko isi isi-kaskihtâwak êsi-nisiwanâcihitocik kayâs ayîsiyiniwak.,The old-time people were able to do all manner of things in the way of destroying one another.,literal,literal,False,"Describes abilities of old-time people literally, with no figurative language.",[5] CHECK pistispowihtocik
31,3,pct-02-the-character-and-knowledge-of-the-cree-louis-moosomin,êwako wiyawâw ocipwêwak nîkân kâ-kî-miyikôwisicik mitêwiwin; kêhciwâk kî-itohtêwak mitêwi-manitôwa.,It was the Ojibwa who first were given this Medicine Ceremony by the Higher Powers; they went into the actual presence of the Spirit of the Mitewin.,literal,literal,False,Relates historical facts about the Ojibwa and the Medicine Ceremony in literal terms.,[5] CHECK pistispowihtocik
31,4,pct-02-the-character-and-knowledge-of-the-cree-louis-moosomin,"êkota ohci kahkiyaw kêkway nipîhk kâ-otaskîyit, êyakonik mawimostawêwak kâ-mitêwicik; môhkiciwanipêkohk mîna kâ-otaskîyit kahkiyaw mawimostawêwak; mîna tahto kêkway kâ-sâkikihk ôta askîhk, êwakoni kî-kiskinôhamâkôwisiwak kita-isi-mawimostahkik.","Since then, those who participate in the Medicine Rite, worship all those beings that have their home in the waters; they worship also that being who has his home in springs; and they were told by the spirits to worship as many things as grow forth out of this earth.",literal,literal,False,"Lists worship practices literally; 'home' in the translation is a conventional term for dwelling, not a metaphor.",[5] CHECK pistispowihtocik
31,5,pct-02-the-character-and-knowledge-of-the-cree-louis-moosomin,"anohc kêyâpic mihcêt kêkway ê-pwâtawihtâcik maskihkîwiyiniwak, kaskihtâwak nêhiyawak omaskihkîmiwâwa ohci; cikêmâ kî-miyikôwisiw nêhiyaw maskihkiy; iyikohk êspîhcâk askiy, kahkiyaw kêkway kâ-wâpahtamihk, niyîpihki kâ-ohpikihk, êspîhcâk askiy, misiwê kî-têpastâwân nêhiyaw omaskihkîm.","To this day, many things which the physicians fail of doing, the Cree can do them through their medicines; what wonder, since the Cree was given medicine by the Higher Powers? Over all the extent of the earth, everything that is seen growing forth in the summer time, as far as the earth extends, everywhere the medicine of the Cree was placed within his reach.",literal,literal,False,"The Cree original says medicine was 'placed' not 'within reach', so it is literal; the English idiom is translator's choice.",[5] CHECK pistispowihtocik
